2025-03-19 15:23:57,191 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-03-19 15:23:57,406 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-03-19 15:23:57,418 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2025-03-19 15:23:57,419 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2025-03-19 15:23:57,433 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-03-19 15:23:57,436 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-03-19 15:23:57,438 INFO  SwAddin.cs: 201 - Setting up command manager
2025-03-19 15:23:57,440 INFO  SwAddin.cs: 204 - Adding command manager
2025-03-19 15:23:57,463 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-03-19 15:23:57,472 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-03-19 15:23:57,473 INFO  SwAddin.cs: 210 - Adding event handlers
2025-03-19 15:23:58,083 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-03-19 15:50:12,385 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2025-03-19 15:50:12,386 INFO  SwAddin.cs: 299 - Save is required
2025-03-19 15:50:12,387 INFO  SwAddin.cs: 313 - Saving assembly
2025-03-19 15:50:12,388 INFO  SwAddin.cs: 316 - Opening property manager
2025-03-19 15:50:12,435 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2025-03-19 15:50:12,500 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Assem1
2025-03-19 15:50:12,501 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Assem1
2025-03-19 15:50:12,502 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-19 15:50:12,505 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2025-03-19 15:50:12,506 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from map20-1
2025-03-19 15:50:12,507 INFO  ExportHelperExtension.cs: 1136 - Found 35 in map20-1
2025-03-19 15:50:12,508 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in map20-1
2025-03-19 15:50:12,509 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2025-03-19 15:50:12,509 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Assem1
2025-03-19 15:50:12,512 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2025-03-19 15:50:12,512 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-19 15:50:12,532 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2025-03-19 15:50:12,533 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from map20-1
2025-03-19 15:50:12,533 INFO  ExportHelperExtension.cs: 1136 - Found 35 in map20-1
2025-03-19 15:50:12,534 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in map20-1
2025-03-19 15:50:12,864 INFO  SwAddin.cs: 339 - Loading config tree
2025-03-19 15:50:12,869 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-03-19 15:50:12,880 INFO  SwAddin.cs: 344 - Showing property manager
2025-03-19 15:50:40,399 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-03-19 15:50:42,390 INFO  ExportPropertyManager.cs: 422 - Configuration saved
